qid,question,answer,match1,num_evidence,num_gt_img,gt_img_idx,gt_steps,traj_id,match2,match3,match4,match_sum
floorplan209_21_641_1746939338_q0,Is there any Window in this room?,['Yes'],1.0,1,1,[804],[578],floorplan209_21_641_1746939338,1.0,1.0,1.0,3.0
floorplan211_24_728_1747232896_q39,Where is Plate now?,['SideTable'],1.0,1,1,[907],[647],floorplan211_24_728_1747232896,1.0,1.0,1.0,3.0
floorplan229_14_428_1745415798_q26,What objects are on the Sofa?,"['Pillow', 'CreditCard', 'RemoteControl', 'Book']",0.25,1,1,[551],[398],floorplan229_14_428_1745415798,0.0,0.25,0.0,0.5
floorplan210_15_500_1746335965_q21,Is KeyChain in the Drawer?,['Yes'],1.0,1,1,[377],[263],floorplan210_15_500_1746335965,1.0,0.0,1.0,2.0
floorplan303_28_811_1747035692_q14,What objects are on the Desk?,"['Laptop', 'Vase', 'DeskLamp', 'Mug', 'CreditCard', 'Pencil', 'AlarmClock']",0.4285714285714285,1,1,[822],[577],floorplan303_28_811_1747035692,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.857142857142857
floorplan218_17_889_1747021157_q25,Is RemoteControl on the SideTable?,['Yes'],1.0,1,1,[839],[643],floorplan218_17_889_1747021157,1.0,1.0,1.0,3.0
floorplan210_15_500_1746335965_q3,What object did you put on the Drawer?,['KeyChain'],1.0,1,2,"[376, 377]",[263],floorplan210_15_500_1746335965,0.0,0.0,1.0,1.0
floorplan211_16_428_1746018300_q1,Have you seen a Vase?,['Yes'],1.0,1,1,[7],[2],floorplan211_16_428_1746018300,1.0,0.0,1.0,2.0
floorplan323_15_654_1745056238_q12,Where is Bowl now?,['Desk'],0.0,1,1,[761],[595],floorplan323_15_654_1745056238,1.0,0.0,0.0,1.0
floorplan210_25_724_1746881128_q20,Is CreditCard in the Dresser?,['Yes'],0.0,1,1,[1002],[723],floorplan210_25_724_1746881128,1.0,0.0,1.0,1.0
floorplan26_30_702_1747072764_q15,How many objects were on the CounterTop?,[6],0.0,1,1,[184],[126],floorplan26_30_702_1747072764,1.0,0.0,0.0,1.0
floorplan210_25_865_1747054518_q27,What objects are on the CoffeeTable?,"['Newspaper', 'RemoteControl', 'KeyChain']",0.0,1,1,[651],[466],floorplan210_25_865_1747054518,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
floorplan211_32_822_1746985748_q35,Is Newspaper on the Sofa?,['Yes'],0.0,1,1,[1144],[801],floorplan211_32_822_1746985748,1.0,0.0,0.0,1.0
floorplan311_20_802_1747029800_q4,Is CellPhone in the Dresser?,['Yes'],0.0,1,1,[1011],[736],floorplan311_20_802_1747029800,1.0,0.0,0.0,1.0
floorplan323_19_730_1746848930_q1,Have you seen a LightSwitch?,['Yes'],1.0,1,1,[64],[52],floorplan323_19_730_1746848930,1.0,1.0,0.0,3.0
floorplan229_18_614_1747089320_q30,Is CellPhone on the Sofa?,['Yes'],0.0,1,1,[853],[613],floorplan229_18_614_1747089320,1.0,0.0,1.0,1.0
floorplan211_25_698_1746910764_q17,Is KeyChain on the CoffeeTable?,['Yes'],1.0,1,1,[955],[669],floorplan211_25_698_1746910764,1.0,1.0,1.0,3.0
floorplan211_15_427_1744399825_q19,Is CellPhone on the ArmChair?,['Yes'],1.0,1,1,[521],[364],floorplan211_15_427_1744399825,1.0,1.0,1.0,3.0
floorplan218_15_787_1747025912_q0,Is there any GarbageCan in this room?,['Yes'],1.0,1,1,[1046],[783],floorplan218_15_787_1747025912,1.0,0.0,0.0,2.0
floorplan218_11_719_1745311812_q31,Where is RemoteControl now?,['Sofa'],1.0,1,1,[699],[556],floorplan218_11_719_1745311812,1.0,0.0,1.0,2.0
floorplan210_13_423_1745411371_q0,Is there any DeskLamp in this room?,['Yes'],1.0,1,1,[380],[282],floorplan210_13_423_1745411371,1.0,1.0,1.0,3.0
floorplan229_20_720_1746854284_q2,Is RemoteControl on the CoffeeTable?,['Yes'],1.0,1,1,[851],[614],floorplan229_20_720_1746854284,0.0,1.0,1.0,2.0
floorplan211_24_728_1747232896_q1,Have you seen a Newspaper?,['Yes'],0.0,1,1,[974],[697],floorplan211_24_728_1747232896,1.0,0.0,0.0,1.0
floorplan314_17_418_1744520906_q3,What object did you put on the GarbageCan?,['Pen'],1.0,1,2,"[287, 288]",[201],floorplan314_17_418_1744520906,0.0,1.0,1.0,2.0
floorplan210_27_795_1747100232_q2,Was Laptop open?,['Yes'],1.0,1,1,[1111],[794],floorplan210_27_795_1747100232,1.0,1.0,0.0,3.0
floorplan229_14_437_1745957927_q27,Where is TissueBox now?,['CoffeeTable'],1.0,1,1,[411],[288],floorplan229_14_437_1745957927,1.0,0.0,1.0,2.0
floorplan213_13_442_1746335424_q26,How many objects were on the DiningTable?,[3],0.0,1,1,[279],[207],floorplan213_13_442_1746335424,1.0,0.0,0.0,1.0
floorplan218_15_787_1747025912_q2,What object did you put on the Sofa?,['RemoteControl'],1.0,1,2,"[572, 573]",[434],floorplan218_15_787_1747025912,1.0,1.0,1.0,3.0
floorplan9_20_418_1744602985_q43,Where is Lettuce now?,['DiningTable'],0.0,1,1,[517],[325],floorplan9_20_418_1744602985,1.0,0.0,0.0,1.0
floorplan209_23_701_1746947737_q33,How many objects were on the ArmChair?,[2],1.0,1,1,[751],[519],floorplan209_23_701_1746947737,1.0,1.0,1.0,3.0
floorplan210_19_642_1745033594_q12,Where is Newspaper now?,['CoffeeTable'],0.0,1,1,[336],[253],floorplan210_19_642_1745033594,0.0,1.0,1.0,1.0
floorplan230_11_503_1746036310_q14,Is RemoteControl on the ArmChair?,['Yes'],1.0,1,1,[609],[436],floorplan230_11_503_1746036310,1.0,1.0,1.0,3.0
floorplan213_13_442_1746335424_q14,How many objects were on the CoffeeTable?,[3],0.0,1,1,[308],[227],floorplan213_13_442_1746335424,0.0,1.0,1.0,1.0
floorplan218_17_885_1747074471_q29,Is Statue on the CoffeeTable?,['Yes'],0.0,1,1,[883],[671],floorplan218_17_885_1747074471,1.0,1.0,1.0,2.0
floorplan229_15_456_1746034837_q15,Where is Pencil now?,['SideTable'],1.0,1,1,[183],[131],floorplan229_15_456_1746034837,1.0,1.0,1.0,3.0
floorplan28_17_440_1745299490_q8,What object did you put on the Sink?,['Knife'],0.0,1,2,"[585, 586]",[407],floorplan28_17_440_1745299490,0.0,1.0,0.0,1.0
floorplan218_16_717_1746904521_q9,How many objects were on the Dresser?,[3],1.0,1,1,[956],[716],floorplan218_16_717_1746904521,0.0,1.0,1.0,2.0
floorplan218_15_787_1747025912_q11,Is CreditCard on the CoffeeTable?,['Yes'],1.0,1,1,[794],[583],floorplan218_15_787_1747025912,1.0,1.0,1.0,3.0
floorplan211_24_728_1747232896_q16,How many objects were on the Drawer?,[2],0.0,1,1,[975],[698],floorplan211_24_728_1747232896,1.0,0.0,0.0,1.0
floorplan210_25_865_1747054518_q30,Is Watch in the Drawer?,['Yes'],1.0,1,1,[1000],[729],floorplan210_25_865_1747054518,1.0,0.0,0.0,2.0
floorplan224_17_557_1746850496_q5,Is CreditCard on the Sofa?,['Yes'],1.0,1,1,[755],[556],floorplan224_17_557_1746850496,1.0,1.0,0.0,3.0
floorplan9_30_739_1746977821_q35,Is DishSponge in the Drawer?,['Yes'],1.0,1,1,[857],[577],floorplan9_30_739_1746977821,0.0,0.0,0.0,1.0
floorplan18_12_465_1745198823_q3,What object did you put on the Microwave?,['Potato'],1.0,1,2,"[576, 577]",[404],floorplan18_12_465_1745198823,0.0,1.0,1.0,2.0
floorplan230_11_562_1746362156_q3,What object did you put on the ArmChair?,['RemoteControl'],1.0,1,2,"[385, 386]",[283],floorplan230_11_562_1746362156,1.0,1.0,1.0,3.0
floorplan323_19_802_1747083560_q6,Is Mug on the Desk?,['Yes'],1.0,1,1,[129],[103],floorplan323_19_802_1747083560,1.0,1.0,1.0,3.0
floorplan305_30_633_1745061112_q32,Is AlarmClock in the Dresser?,['Yes'],0.0,1,1,[852],[578],floorplan305_30_633_1745061112,0.0,1.0,1.0,1.0
floorplan211_25_698_1746910764_q0,Is there any Painting in this room?,['Yes'],1.0,1,1,[110],[77],floorplan211_25_698_1746910764,1.0,1.0,1.0,3.0
floorplan211_16_428_1746018300_q0,Is there any Vase in this room?,['Yes'],1.0,1,1,[7],[2],floorplan211_16_428_1746018300,1.0,0.0,1.0,2.0
floorplan211_32_822_1746985748_q1,Have you seen a Drawer?,['Yes'],1.0,1,1,[54],[36],floorplan211_32_822_1746985748,0.0,1.0,0.0,2.0
floorplan204_25_861_1747031544_q36,Where is Laptop now?,['DiningTable'],0.0,1,1,[1124],[808],floorplan204_25_861_1747031544,1.0,0.0,0.0,1.0
floorplan22_24_419_1745155479_q0,Is there any Lettuce in this room?,['Yes'],0.0,1,1,[343],[218],floorplan22_24_419_1745155479,0.0,1.0,1.0,1.0
floorplan303_28_811_1747035692_q17,Is Pencil in the GarbageCan?,['Yes'],0.0,1,1,[1003],[706],floorplan303_28_811_1747035692,1.0,0.0,1.0,1.0
floorplan204_25_861_1747031544_q15,What objects are on the ArmChair?,"['RemoteControl', 'KeyChain']",0.5,1,1,[738],[519],floorplan204_25_861_1747031544,0.5,0.5,0.5,1.5
floorplan9_31_709_1747114738_q31,Where is Fork now?,['Sink'],1.0,1,1,[210],[134],floorplan9_31_709_1747114738,1.0,1.0,0.0,3.0
floorplan323_12_513_1745033040_q10,Where is Pen now?,['Desk'],0.0,1,1,[318],[250],floorplan323_12_513_1745033040,1.0,0.0,0.0,1.0
floorplan9_31_709_1747114738_q6,Is Apple on the DiningTable?,['Yes'],1.0,1,1,[663],[438],floorplan9_31_709_1747114738,0.0,1.0,1.0,2.0
floorplan221_27_826_1746972286_q21,Is CreditCard in the Drawer?,['Yes'],1.0,1,1,[993],[680],floorplan221_27_826_1746972286,1.0,1.0,1.0,3.0
floorplan210_22_741_1746800271_q12,Where is Watch now?,['CoffeeTable'],1.0,1,1,[137],[100],floorplan210_22_741_1746800271,1.0,1.0,1.0,3.0
floorplan18_12_465_1745198823_q24,Where is ButterKnife now?,['DiningTable'],0.0,1,1,[420],[297],floorplan18_12_465_1745198823,1.0,0.0,0.0,1.0
floorplan209_25_782_1747045307_q1,Have you seen a Window?,['Yes'],1.0,1,1,[458],[335],floorplan209_25_782_1747045307,1.0,1.0,1.0,3.0
floorplan221_25_720_1746886407_q3,Is CreditCard on the DiningTable?,['Yes'],1.0,1,1,[1022],[719],floorplan221_25_720_1746886407,1.0,1.0,1.0,3.0
floorplan218_11_541_1744826145_q27,Is Plate on the DiningTable?,['Yes'],1.0,1,1,[731],[540],floorplan218_11_541_1744826145,1.0,0.0,1.0,2.0
floorplan202_17_427_1746001351_q1,Have you seen a FloorLamp?,['Yes'],1.0,1,1,[145],[99],floorplan202_17_427_1746001351,1.0,1.0,1.0,3.0
floorplan211_17_426_1745423379_q25,Where is KeyChain now?,['Shelf'],0.0,1,1,[146],[94],floorplan211_17_426_1745423379,0.0,1.0,0.0,1.0
floorplan218_14_797_1746913294_q5,Is KeyChain on the SideTable?,['Yes'],1.0,1,1,[1042],[796],floorplan218_14_797_1746913294,1.0,1.0,1.0,3.0
floorplan221_14_426_1745982489_q1,Have you seen a Pillow?,['Yes'],1.0,1,1,[355],[244],floorplan221_14_426_1745982489,1.0,1.0,1.0,3.0
floorplan26_30_702_1747072764_q23,How many objects were on the Sink?,[3],1.0,1,1,[899],[601],floorplan26_30_702_1747072764,1.0,1.0,0.0,3.0
floorplan301_25_421_1744331002_q28,Is KeyChain on the Shelf?,['Yes'],0.0,1,1,[518],[329],floorplan301_25_421_1744331002,1.0,0.0,1.0,1.0
floorplan221_16_442_1744749839_q30,Is Pen on the CoffeeTable?,['Yes'],1.0,1,1,[629],[441],floorplan221_16_442_1744749839,1.0,1.0,1.0,3.0
floorplan28_17_440_1745299490_q33,What objects are on the GarbageCan?,['Tomato'],1.0,1,1,[464],[326],floorplan28_17_440_1745299490,0.0,0.0,0.0,1.0
floorplan201_12_483_1744793947_q5,Is Plate on the CoffeeTable?,['Yes'],1.0,1,1,[668],[482],floorplan201_12_483_1744793947,1.0,1.0,1.0,3.0
floorplan18_18_657_1747219088_q28,How many objects were on the Fridge?,[2],1.0,1,1,[496],[376],floorplan18_18_657_1747219088,1.0,1.0,1.0,3.0
floorplan218_11_472_1746000725_q12,How many objects were on the SideTable?,[4],1.0,1,1,[442],[318],floorplan218_11_472_1746000725,1.0,0.0,1.0,2.0
floorplan229_27_853_1747097312_q47,Is WateringCan in the Drawer?,['Yes'],1.0,1,1,[1022],[729],floorplan229_27_853_1747097312,1.0,0.0,1.0,2.0
floorplan211_27_719_1746910536_q31,Where is CellPhone now?,['SideTable'],1.0,1,1,[309],[212],floorplan211_27_719_1746910536,1.0,1.0,1.0,3.0
floorplan229_13_443_1745412661_q25,Is RemoteControl on the Sofa?,['Yes'],1.0,1,1,[264],[190],floorplan229_13_443_1745412661,1.0,0.0,1.0,2.0
floorplan210_23_877_1747091726_q4,What object did you put on the Dresser?,['KeyChain'],1.0,1,2,"[751, 752]",[549],floorplan210_23_877_1747091726,0.0,0.0,1.0,1.0
floorplan323_16_700_1746801654_q25,What objects are on the Bed?,"['Pillow', 'Laptop', 'Pillow', 'TeddyBear', 'CellPhone']",0.8,1,1,[937],[699],floorplan323_16_700_1746801654,0.4,0.8,0.2,2.0
floorplan311_20_802_1747029800_q0,Is there any LightSwitch in this room?,['Yes'],0.0,1,1,[819],[592],floorplan311_20_802_1747029800,1.0,0.0,0.0,1.0
floorplan303_30_832_1746979469_q55,Where is Book now?,['Dresser'],1.0,1,1,[1007],[711],floorplan303_30_832_1746979469,0.0,1.0,1.0,2.0
floorplan301_25_421_1744331002_q1,Have you seen a BaseballBat?,['Yes'],1.0,1,1,[181],[120],floorplan301_25_421_1744331002,1.0,1.0,1.0,3.0
floorplan7_23_794_1747205386_q10,What object did you put on the Fridge?,['Bread'],1.0,1,2,"[1029, 1030]",[740],floorplan7_23_794_1747205386,0.0,1.0,1.0,2.0
floorplan18_18_657_1747219088_q27,What objects are on the Fridge?,"['Egg', 'Tomato']",0.5,1,1,[496],[376],floorplan18_18_657_1747219088,0.0,0.5,0.0,1.0
floorplan209_28_784_1747108090_q2,Where is Vase now?,['SideTable'],1.0,1,1,[39],[28],floorplan209_28_784_1747108090,1.0,1.0,1.0,3.0
floorplan303_27_719_1746840170_q29,Where is Mug now?,['Desk'],0.0,1,1,[487],[338],floorplan303_27_719_1746840170,1.0,0.0,0.0,1.0
floorplan209_23_701_1746947737_q5,Is Book on the CoffeeTable?,['Yes'],1.0,1,1,[938],[654],floorplan209_23_701_1746947737,1.0,1.0,1.0,3.0
floorplan215_13_445_1745958202_q19,Is Bowl on the SideTable?,['Yes'],1.0,1,1,[418],[306],floorplan215_13_445_1745958202,1.0,1.0,1.0,3.0
floorplan9_20_418_1744602985_q29,Is Knife in the Sink?,['Yes'],1.0,1,1,[449],[279],floorplan9_20_418_1744602985,1.0,1.0,1.0,3.0
floorplan210_17_727_1746875757_q1,Have you seen a WateringCan?,['Yes'],1.0,1,1,[210],[160],floorplan210_17_727_1746875757,1.0,1.0,1.0,3.0
floorplan210_15_464_1744755675_q10,How many objects were on the Ottoman?,[2],1.0,1,1,[526],[375],floorplan210_15_464_1744755675,0.0,1.0,1.0,2.0
floorplan204_14_640_1744937110_q17,How many objects were on the Sofa?,[4],1.0,1,1,[584],[431],floorplan204_14_640_1744937110,1.0,0.0,0.0,2.0
floorplan221_27_826_1746972286_q6,Is KeyChain on the DiningTable?,['Yes'],1.0,1,1,[1202],[825],floorplan221_27_826_1746972286,1.0,1.0,1.0,3.0
floorplan215_13_446_1745401264_q28,Is Watch on the SideTable?,['Yes'],0.0,1,1,[606],[445],floorplan215_13_446_1745401264,1.0,1.0,1.0,2.0
floorplan209_21_641_1746939338_q25,Is Pen on the SideTable?,['Yes'],1.0,1,1,[412],[289],floorplan209_21_641_1746939338,1.0,1.0,1.0,3.0
floorplan7_13_494_1744636544_q8,What objects are on the CounterTop?,"['Bowl', 'Pot', 'Fork', 'DishSponge', 'ButterKnife', 'CoffeeMachine', 'Lettuce', 'SaltShaker', 'Sink']",0.2222222222222222,1,1,[543],[396],floorplan7_13_494_1744636544,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.7777777777777777
floorplan204_25_861_1747031544_q9,Is KeyChain on the ArmChair?,['Yes'],1.0,1,1,[738],[519],floorplan204_25_861_1747031544,1.0,1.0,1.0,3.0
floorplan215_23_701_1746907273_q33,Where is WateringCan now?,['CoffeeTable'],1.0,1,1,[953],[700],floorplan215_23_701_1746907273,1.0,1.0,1.0,3.0
floorplan305_30_633_1745061112_q27,Is Bowl in the Dresser?,['Yes'],0.0,1,1,[896],[609],floorplan305_30_633_1745061112,1.0,1.0,1.0,2.0
floorplan230_11_463_1745413405_q17,Is Watch on the DiningTable?,['Yes'],0.0,1,1,[614],[436],floorplan230_11_463_1745413405,1.0,0.0,1.0,1.0
floorplan323_16_700_1746801654_q0,Is there any Blinds in this room?,['Yes'],1.0,1,1,[829],[621],floorplan323_16_700_1746801654,1.0,1.0,0.0,3.0
floorplan210_15_500_1746335965_q0,Is there any FloorLamp in this room?,['Yes'],0.0,1,1,[59],[41],floorplan210_15_500_1746335965,1.0,0.0,0.0,1.0
floorplan218_18_800_1746997071_q22,Where is Box now?,['SideTable'],1.0,1,1,[498],[382],floorplan218_18_800_1746997071,1.0,1.0,1.0,3.0
floorplan213_26_838_1747110471_q22,Is Book in the Dresser?,['Yes'],0.0,1,1,[1013],[738],floorplan213_26_838_1747110471,1.0,1.0,1.0,2.0
floorplan229_29_836_1747014376_q43,Is Pen in the Dresser?,['Yes'],0.0,1,1,[1130],[810],floorplan229_29_836_1747014376,1.0,1.0,1.0,2.0
floorplan7_13_494_1744636544_q24,Where is Knife now?,['Sink'],1.0,1,1,[326],[242],floorplan7_13_494_1744636544,1.0,1.0,0.0,3.0
floorplan18_12_465_1745198823_q22,Where is Pan now?,['DiningTable'],0.0,1,1,[284],[203],floorplan18_12_465_1745198823,1.0,0.0,0.0,1.0
floorplan223_17_453_1745400822_q14,Is Candle on the CoffeeTable?,['Yes'],1.0,1,1,[616],[426],floorplan223_17_453_1745400822,1.0,1.0,1.0,3.0
floorplan211_16_428_1746018300_q28,Is CellPhone on the Shelf?,['Yes'],1.0,1,1,[611],[427],floorplan211_16_428_1746018300,1.0,1.0,1.0,3.0
floorplan230_13_700_1746917689_q8,Is KeyChain on the Sofa?,['Yes'],1.0,1,1,[515],[370],floorplan230_13_700_1746917689,1.0,0.0,1.0,2.0
floorplan218_20_823_1747084244_q36,How many objects were on the GarbageCan?,[1],0.0,1,1,[685],[492],floorplan218_20_823_1747084244,0.0,1.0,1.0,1.0
floorplan18_18_657_1747219088_q24,Is Tomato in the Fridge?,['Yes'],1.0,1,1,[496],[376],floorplan18_18_657_1747219088,1.0,1.0,1.0,3.0
floorplan9_31_693_1747150877_q7,Is Potato in the Sink?,['Yes'],1.0,1,1,[1028],[668],floorplan9_31_693_1747150877,1.0,1.0,1.0,3.0
floorplan321_26_629_1745035560_q2,What object did you put on the Bed?,['CellPhone'],1.0,1,2,"[520, 521]",[351],floorplan321_26_629_1745035560,0.0,1.0,0.0,2.0
floorplan303_27_719_1746840170_q43,Is Cloth on the Shelf?,['Yes'],0.0,1,1,[760],[534],floorplan303_27_719_1746840170,1.0,1.0,1.0,2.0
floorplan205_13_438_1745416055_q0,Is there any Drawer in this room?,['Yes'],1.0,1,1,[408],[297],floorplan205_13_438_1745416055,1.0,1.0,1.0,3.0
floorplan323_19_730_1746848930_q18,Is Pencil in the Drawer?,['Yes'],1.0,1,1,[367],[280],floorplan323_19_730_1746848930,0.0,0.0,1.0,1.0
floorplan201_24_804_1746980690_q38,Is Book on the Sofa?,['Yes'],1.0,1,1,[1119],[803],floorplan201_24_804_1746980690,1.0,1.0,1.0,3.0
floorplan204_20_713_1746902051_q1,Have you seen a Painting?,['Yes'],1.0,1,1,[584],[429],floorplan204_20_713_1746902051,1.0,1.0,1.0,3.0
floorplan218_17_749_1746865593_q27,Is CellPhone on the SideTable?,['Yes'],0.0,1,1,[606],[444],floorplan218_17_749_1746865593,1.0,1.0,1.0,2.0
floorplan211_24_728_1747232896_q18,Is CellPhone on the CoffeeTable?,['Yes'],1.0,1,1,[860],[611],floorplan211_24_728_1747232896,1.0,1.0,1.0,3.0
floorplan305_17_436_1744353928_q1,Have you seen a LaundryHamper?,['Yes'],1.0,1,1,[43],[29],floorplan305_17_436_1744353928,1.0,1.0,0.0,3.0
floorplan212_18_424_1745965456_q2,What object did you put on the SideTable?,['KeyChain'],1.0,1,2,"[297, 298]",[201],floorplan212_18_424_1745965456,0.0,0.0,0.0,1.0
floorplan303_28_701_1746815644_q14,Is CellPhone on the Bed?,['Yes'],0.0,1,1,[1014],[700],floorplan303_28_701_1746815644,1.0,0.0,0.0,1.0
floorplan230_11_498_1745411198_q33,Is TissueBox on the DiningTable?,['Yes'],1.0,1,1,[589],[425],floorplan230_11_498_1745411198,1.0,1.0,1.0,3.0
floorplan209_15_431_1745402895_q22,Is Pen in the GarbageCan?,['Yes'],0.0,1,1,[565],[403],floorplan209_15_431_1745402895,1.0,0.0,1.0,1.0
floorplan211_29_729_1746916895_q49,Is Pillow on the Sofa?,['Yes'],1.0,1,1,[947],[655],floorplan211_29_729_1746916895,1.0,1.0,1.0,3.0
floorplan201_19_729_1746905161_q18,Is TissueBox in the GarbageCan?,['Yes'],0.0,1,1,[791],[570],floorplan201_19_729_1746905161,1.0,1.0,1.0,2.0
floorplan210_25_724_1746881128_q1,Have you seen a DeskLamp?,['Yes'],1.0,1,1,[387],[278],floorplan210_25_724_1746881128,1.0,1.0,1.0,3.0
floorplan210_15_500_1746335965_q4,Is RemoteControl on the Ottoman?,['Yes'],1.0,1,1,[464],[328],floorplan210_15_500_1746335965,1.0,1.0,1.0,3.0
floorplan303_27_699_1746943704_q34,Where is CD now?,['SideTable'],0.0,1,1,[737],[507],floorplan303_27_699_1746943704,1.0,1.0,0.0,2.0
floorplan210_25_714_1746921166_q13,Is CreditCard on the Ottoman?,['Yes'],1.0,1,1,[1006],[713],floorplan210_25_714_1746921166,1.0,0.0,1.0,2.0
floorplan306_15_455_1746260330_q32,Is AlarmClock on the Desk?,['Yes'],1.0,1,1,[609],[427],floorplan306_15_455_1746260330,1.0,1.0,1.0,3.0
floorplan213_26_838_1747110471_q1,Have you seen a HousePlant?,['Yes'],1.0,1,1,[622],[456],floorplan213_26_838_1747110471,1.0,1.0,1.0,3.0
floorplan303_28_701_1746815644_q45,Where is BaseballBat now?,['Bed'],1.0,1,1,[564],[390],floorplan303_28_701_1746815644,0.0,1.0,1.0,2.0
floorplan215_13_446_1745401264_q36,Is Newspaper on the CoffeeTable?,['Yes'],0.0,1,1,[569],[421],floorplan215_13_446_1745401264,1.0,1.0,0.0,2.0
floorplan303_28_701_1746815644_q43,Where is AlarmClock now?,['Desk'],0.0,1,1,[386],[268],floorplan303_28_701_1746815644,1.0,1.0,0.0,2.0
floorplan229_20_720_1746854284_q21,Is Book on the ArmChair?,['Yes'],1.0,1,1,[995],[719],floorplan229_20_720_1746854284,1.0,1.0,1.0,3.0
floorplan223_15_437_1746024482_q0,Is there any WateringCan in this room?,['Yes'],0.0,1,1,[254],[176],floorplan223_15_437_1746024482,1.0,0.0,0.0,1.0
floorplan311_13_434_1746113811_q26,Is AlarmClock on the SideTable?,['Yes'],1.0,1,1,[493],[353],floorplan311_13_434_1746113811,1.0,1.0,1.0,3.0
floorplan204_12_454_1746034353_q8,Is CreditCard on the ArmChair?,['Yes'],1.0,1,1,[101],[71],floorplan204_12_454_1746034353,1.0,1.0,1.0,3.0
floorplan18_18_657_1747219088_q7,What object did you put on the Cabinet?,['Cup'],1.0,1,2,"[609, 610]",[447],floorplan18_18_657_1747219088,1.0,0.0,1.0,2.0
floorplan22_24_419_1745155479_q30,Is Egg on the CounterTop?,['Yes'],0.0,1,1,[602],[382],floorplan22_24_419_1745155479,1.0,1.0,1.0,2.0
floorplan306_15_455_1746260330_q16,Is CellPhone in the Drawer?,['Yes'],1.0,1,1,[550],[381],floorplan306_15_455_1746260330,1.0,0.0,1.0,2.0
floorplan303_27_699_1746943704_q48,Is CreditCard on the Shelf?,['Yes'],1.0,1,1,[846],[583],floorplan303_27_699_1746943704,1.0,0.0,0.0,2.0
floorplan204_25_861_1747031544_q24,Is Vase on the Desk?,['Yes'],0.0,1,1,[874],[619],floorplan204_25_861_1747031544,1.0,0.0,1.0,1.0
floorplan303_27_699_1746943704_q2,Is Mug on the SideTable?,['Yes'],1.0,1,1,[929],[642],floorplan303_27_699_1746943704,1.0,0.0,1.0,2.0
floorplan9_30_739_1746977821_q6,What objects were in Microwave?,['Apple'],1.0,1,1,[35],[22],floorplan9_30_739_1746977821,1.0,1.0,1.0,3.0
